Review Text,Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers
It has a pulse and that’s more than I could’ve asked for.,23 Dec 2023,6,2179,87,95,2179
The cringey 2010's rom com is back and it brought a sing along montage with it too!,21 Dec 2023,6,2368,63,500,2368
Not Glen Powell jumping off the helicopter and starting to run like Tom Cruise 💀,26 Dec 2023,4,3649,77,1367,3649
"FEEL THE RAIN ON YOUR SKIN, NO ONE ELSE CAN FEEL IT FOR YOU, ONLY YOU CAN LET IT IN, NO ONE ELSE, NO ONE ELSE",19 Jan 2024,7,4470,103,6786,4470
Okay Dollar Tree Thor I see you,26 Dec 2023,8,1919,50,82,1919
"“NUNCA VAMOS CONSEGUIR CONVENCER ALGUÉM QUE REALMENTE GOSTAMOS UM DO OUTRO”.Começo dizendo que anyone but you me deixou extremamente feliz por trazer uma comédia romântica divertida e com muito carisma. O longa do diretor Will Gluck é a fórmula clássica do clichê: Bea (Sydney Sweeney) e Ben (Glen Powell), são obrigados a conviver juntos no casamento de um amigo em comum, no meio de muitas farpas e provocação, os dois acabam se conectando. O filme não é inovador no…",11 Feb 2024,7,39,18,4354,4354
"I’m genuinely shocked for how much I ended up liking this.This was way better than I thought it would be. I’m genuinely surprised for how many I enjoyed this. Sydney Sweeney, and Glen Powell’s chemistry is fantastic, and they make this movie a blast to watch from start to finish. I came into this not knowing what to expect. The trailers, and posters looked pretty bad. The comedy was done very well, and I even laughed lots of the…",19 Dec 2023,8,3072,78,9913,3072
"Played Unwritten by Natasha Bedingfield on repeat the entire drive home.From the trailer I thought this was going to be one of the year’s worst movies, but I should’ve known to never bet against a rom-com starring two of the hottest people in Hollywood (or ever in human existence).I had such a massive smile slapped across my face throughout the entirety of this Shakespearean rom-com. The entire cast had great chemistry and they all played pivotal parts in…",21 Dec 2023,8,1223,71,41,1223
Cheapest lobotomy you’ll ever have,18 Dec 2023,5,105,8,38,0
"At one point Glen Powell's character describes a night asstupid, but fun; the best kind.That is exactly how I felt aboutAnyone But You.Put romantic comedies back in movie theaters so we can more regularly have the kind of communal experience I had with my girls tonight!",11 Dec 2023,5,2029,58,71,2029
"romcoms are sooo back baby!! hot people being hot & hating eachother what’s not to love!! I haven’t laughed my ass off like that in a very long time, definitely one of my favorite theater experiences this year!!  anyone but you is sexy funny & romantic with a stellar cast to back it up!! sydney sweeney and glen powell have such amazing chemistry & give some of my favorite comedic performances of the year. You know when the chemistry is this good it’s a hit.. because whew.. 🫠the unwritten montage in the credits too FUCK",19 Dec 2023,9,2532,93,1568,2532
they’re never beating the affair allegations irl.,25 Jan 2024,8,263,29,1661,1661
bisexuals… we won,27 Dec 2023,7,4470,103,6786,4470
"I’m so glad I watched this movie, which was seemingly written by a AI robot clone of whit stilman who is only 9 years old and has been exclusively fed Nancy Meyers movies and was given a ten strip of CIA acid before writing the screenplay in one sitting, the way God intended: in a theater overdosing on weed edibles with a bunch of famous podcasters talking at full volume while a woman in the back of the theater (presumably suffering from Tourette’s) screams the N-word every five seconds.",28 Dec 2023,0,1176,29,76,1176
"The script can be a little cute with the Much Ado callbacks, so some of the pairing and unpairing can feel a little mechanical in spots, as one of the major problems with the current American romantic comedy is that it feels the need to justify itself as if hot people coupling as pratfalls happen wasn’t one of the best things about movies, but this does mostly nail the small moments needed to make this happen, so I can let…",10 Feb 2024,7,25460,115,399,25460
"I don’t fucking care bruh, I loved this movie.It’s funny, romantic and to be honest I’m in love with Sydney Sweeney, so much that I felt bad at the end, I just wanted this film to last a few more hours, just to see her a little bit longer.Besides all of this , it’s a great comedy in my opinion and let you turn off your mind and be emotionally entertained.",10 Feb 2024,8,723,61,17900,17900
"""Oh my god, you're hot girl fit!""these two are unnaturally hot + theUnwrittenmontage did wonders for my mental health",10 Feb 2024,6,1185,49,744,1185
"If Glenn Powell and Sydney Sweeney wanted to hookup, they didn’t have to make a shitty movie to do so.2023 RANKED",17 Aug 2023,4,7241,191,801,7241
jennifer lawrence and sydney sweeney coming to revive the r-rated romcom genre EXACTLYYYYY2023 ranked,19 Dec 2023,0,2012,66,431,2012
slayyyyyy boots the house down gonna go eat a grilled cheese xoxo,22 Dec 2023,0,814,17,53,2424
"Acting aus dem neunten Kreis der Hölle, völlig abstruse Plot Inconvenience, Dialoge, die kein Mensch so führen würde, nie witzig, nie charmant, dafür durchweg prüde und - kann mir eigentlich irgendjemand erklären, wie Sidney Sweeney „a thing“ in Hollywood geworden ist?Anything but this..",28 Jan 2024,3,3060,16,19,3060
"glen's delivery of the line ""also friends with bea among other things 😉😏🤪"" killed me lmao.",27 Dec 2023,7,374,6,912,1101
as soon as that meet cute happened in the beginning i just knew WE ARE SO BACK!!!!! THE ROMCOM RENAISSANCE IS UPON US!!!!,22 Dec 2023,0,1586,71,574,1586
Two straight people making a gay wedding about themselves. (Complimentary) It never stops being crazy listening to Rachel Griffiths speak with an American accent in Sydney.,28 Dec 2023,7,685,24,48,4272
"Actually heartbreaking. To any struggling actor who has ever lost a role to Sydney Sweeney or Glenn I am so sorry, it was in vain.",25 Dec 2023,1,160,1,65,2286
never thought I’d see glen powell bare assed butthole 5 inches away from sydney sweeney’s face as she sings unwritten,28 Dec 2023,7,387,8,161,2154
My kind of trash,19 Dec 2023,8,8903,56,904,8903
FUCK THE HATERS!!!!!glen powell world domination.,08 Jan 2024,8,1326,3,160,1326
"This was the one showing I had time for between classes, and what I got was a film I’m not in a polite mood to give much thought to. Ah, hot people problems! How they keep finding new methods to vex me in the nose-bridge clasping sense of the word. Like an 18-hole round of golf on the most humid day of the year. I’m suspensefully slumped in my seat watching their terrible lizard brain decisions overturn yet another trite…",08 Feb 2024,5,315,28,1723,1723
“What the hell?I thought we werewatching Wonka?”- An incredibly disappointed boyfriend sitting behind us sheer SECONDS before the film started,22 Jan 2024,7,1136,33,900,1136
"I hate to say it but a movie about a conventionally hot cishet white couple making someone else's queer interracial wedding about themselves in the year 2023 is actually a fun albeit ridiculous time. I wish Sydney got more slapstick moments a la plane seat scene, though; speaking of which, no one loves Natasha Bedingfield more than Will Gluck.",19 Dec 2023,6,4527,35,141,4527
"i came for a cheesy silly romantic comedy andTHAT’Swhat i got! this was perfect from start to finish, it didn’t feel too long or too slow, it was perfectly paced for me, but i’m also a simple girl and like simple things so it didn’t take much for me to fall in love with this movie, the color palette was stunning as well as the view of sydney australia, would kill to visit there. “unwritten” by natasha bedingfield…",09 Feb 2024,0,509,56,1641,1641
glen powell is so unspeakably hot omg,20 Dec 2023,6,912,45,286,1960
i need a prequel about the lesbians,29 Dec 2023,7,564,35,1000,1000
"“Titanic me.”So damn funny. Some notes:-Sydney in Sydney-In what universe are Sydney Sweeney and Glen Powell both wearing belts when they meet? Do people actually wear belts, or just in rom-coms?-The number of times Sydney Sweeney has to pee in this movie is insane. Like, we have all been there, but get another plot point.-Sydney Sweeney cannot sing.-Sydney eating a macaroon = yes-Lesbian wedding = yes-I would like to see more inclusion…",21 Dec 2023,7,23122,124,23845,23122
Movie so straight but soundtrack so gay.,07 Jan 2024,6,286,9,2178,2178
"A synergy of generic rom com fodder and an updated self aware one. It surprisingly works very well with the chemistry being high and the cast being a lot of fun. Needle drops were way better than I thought they’d be which makes sense because Este Haim did the music. It’s just…so charming. I want a sequel I don’t care. To be honest, I’ve always thought Sydney Sweeney was a good actress and that Glen Powell DOES have the star power Hollywood thinks he has so. This outcome isn’t really that shocking. Anyways. They sang a song together during the credits! Movies are great!",31 Dec 2023,8,2284,31,389,2284
I'm sure they made this movie completely exclusively for the bisexual community.,10 Feb 2024,6,514,22,460,0
cool.but it's not the kind of movie i like.,12 Feb 2024,6,379,18,1195,1195
glen powell really is the leader of the romcom renaissance,01 Feb 2024,0,486,16,1860,1860
FEEL THE RAIN ON YOUR SKIN,31 Dec 2023,7,945,23,1519,1519
Bring back auditioning.,21 Dec 2023,3,387,11,17,0
"Rating: “It’s Alright, I guess”The Mid tier studio romcoms are back, and there’s not much to add!Also I think it was such a missed opportunity to not cast Glen Powell as one of the Kens inBarbie.Like come on, man!",10 Feb 2024,7,3119,51,505,3119
"With this and Bottoms that both have bloopers in the end credits, And comedies being good again…Are we living in the 2000s era again?",29 Dec 2023,8,4040,156,6401,4040
The artistic equivalent ofToo Hot to Handlebeing adapted into a feature film,25 Dec 2023,4,2603,34,565,2603
First and foremost…..that dog would NOT be invited to the wedding after fucking up that cake LET ALONE carrying the rings??? I don’t trust his furry ass!!!Sydney for me will always deliver two things: iconic crying scenes & incredible fashion. This film had both. I love how she seemed to let herself be a little more in her comedy shoes this film- and in the moments where she got to be vulnerable and connected she excels. The scene on the…,24 Jan 2024,6,3,3,676,0
Considering jumping into the sea just so an helicopter can take me to my future wifey,12 Feb 2024,8,823,65,3074,3074
To see Glen Powell shirtless on a beach TWICE in two years IS SAVING CINEMA AND CHANGING LIVES,11 Feb 2024,3,412,30,2913,2913
It’s so stupid and a complete mess throughout but it fully embraces that fact and I was here for it! The comedy mostly works for me and Sydney Sweeney and Glen Powell share some amazing chemistry and it was so hilarious seeing their characters having a go at each other. It’s not meant to be a big blockbuster and make tons of money and that’s okay— sometimes a goofy & silly comedy will do just fine.,09 Feb 2024,6,353,8,9100,9100
unwritten is gonna be stuck in my head for days,09 Feb 2024,5,235,24,700,0
I’m pretty sure the theme of this movie is just how hot Sydney Sweeney and Glen Powell are in general. It was pretty entertaining and Sydney (the actress and the Australian city) looked beautiful.,26 Dec 2023,6,1522,69,3401,1522
"So, if in this film Sydney's character saw Glen Powell's character butthole, in a sequel she would rim him, right? RIGHT!? 😃",12 Feb 2024,8,2876,23,967,2876
they named the dog klonopin,23 Jan 2024,4,1776,15,99,1776
"rewatched it today and the place was packed!! im telling you babes, this might bring our golden years of romcoms back!!!!",12 Feb 2024,9,2475,28,938,2475
glen powell stop fooling around and make another romcom with zoey deutch. come home!,10 Feb 2024,3,1570,24,1059,1570
i’m on life support at needington hospital and the only thing that can save me is one night alone with glen powell,23 Dec 2023,7,1130,21,543,1130
I love going to the movie theater by myself!,21 Dec 2023,5,795,6,20238,20238
"“easy breezy, martin scorsese” why did they say that??",27 Dec 2023,5,1641,11,1721,1641
Cute but I am pretty certain they both will breakup a few days after the events of the movie. Found them both pretty toxic honestly.,12 Feb 2024,6,2250,53,718,2250
You gotta do either way more of the Shakespeare stuff or way less but the amount this movie settles on doesn't work.,09 Feb 2024,4,212,13,7,3641
"*gets in car, immediately opens Spotify*",03 Jan 2024,4,700,39,6634,6634
ROM COMS ARE BACK I REPEAT ROM COMS ARE BACCKKKKKKKKKKKKK,09 Feb 2024,8,1082,62,234,1082
saw it again with my best friends and wow life is just really cool i love the movies,21 Jan 2024,0,814,17,53,2424
glen powell world domination,12 Feb 2024,7,4470,103,6786,4470
I feel like a proud dad seeing GaTa in more stuff.,09 Feb 2024,7,3862,56,2004,3862
"• What a waste of coast guard resources.• There's exactlyonemoment in which physical comedy is staged in the deep background of a well-composed shot. We used to be a country, etc.• The script has this unfortunate habit in which characters make plot-critical decisions for reasons that seem baffling in the moment only to be justified at a later point with clunky exposition. It means that at just about every turn the driving conflict feels less like…",08 Feb 2024,4,1437,39,311,1437
"You just got me startedAnd I don't think I can stop itAnd I don't wanna go home alone, alright?Oh, baby, babyBoy, can I be honest?Kinda miss using my bodyFuck it just like this party did tonightOh, baby, baby",11 Feb 2024,5,1195,56,838,1195
Other rom-coms WISH they have such good tension and chemistry,10 Feb 2024,8,677,27,2070,2070
"the dialogue in most of this was beyond horrendous but the titanic scene and afterwards made me eat it up anyway, it was fun!",11 Feb 2024,7,966,32,502,2779
"Sydney Sweeney needs to get the fuck out of this film and learn how to fucking act. Jesus Christ. It’s like she was half asleep the whole time, and was an absolute shit stain smeared across mediocrity. Glenn Powell needed a woman who could act. Wouldn’t have been half bad otherwise.",12 Feb 2024,3,3305,101,2028,3305
glen can powell me any day of the year if he wants,11 Dec 2023,0,115,19,20,0
"I came for a silly, cheesy, cringey and funny romcom with a big act of love where everyone ends up happily ever after and that's exactly what i got, so i have absolutely nothing to complain about, i had so much fun, i screamed when ""sympathy"" by Declan McKenna started playing halfway through the movie, i loved the ending with ""unwritten"" and everyone in the cast singing it in every scene, extremely cheesy but it worked.",10 Feb 2024,6,737,58,1059,1059
we need more romcoms like this,06 Jan 2024,8,2185,32,3357,2185
"“Today is where your book begins…the rest is still UNWRITTEN!!”This was a bop!! Loved it so freaking much. It’s sexy, it’s funny, it’s everything you’d want in a romcom. Sydney Sweeney and Glen Powell are stellar together, and both drop dead gorgeous, but the true star of the film is the other Sydney, the city of Sydney, which I don’t think I’ve ever seen filmed so magnificently. Made me proud to see my beautiful city on display in a big American film like this, woohoo.",26 Dec 2023,0,3917,90,2670,3917
Us and James,19 Dec 2023,0,88,5,0,4547
Cliché but I enjoyed a little..,10 Feb 2024,6,1913,57,811,1913
"feel the rain on your skin, no one else can feel it for you, only you can let it in, no one else, no one else.valeu ben essa música está grudada na minha mente agora.esse filme é o puro suco do tesão, meu pau está durasso! esses dois tem uma química muito gostosa, os diálogos entre eles são bem engraçados e a construção da relação deles no meu ponto de vista foi perfeito. sydney sendo a mulher mais gostosa do mundo aqui e glen rindo igual um golden retriever 90% do filme.",08 Feb 2024,7,1811,192,732,1811
"Anyone but You"" is fun and heartwarming. It's good to finally see a good rom-com again. I'd love to see more of Sidney Sweeney and Glen Powell together; their chemistry and humor worked perfectly.",29 Dec 2023,8,2676,60,38033,2676
Amusing; contrived; familiar; flat; head-scratching; located; predictable; silly; unconvincing.,23 Dec 2023,4,3134,141,4748,3134
All I can say is a lot of these people should not have gotten past an audition,06 Jan 2024,4,1089,12,469,1089
LMAO Chat GPT wrote this shit I swear,18 Dec 2023,8,224,11,40,0
"The formula is not hard guys: let’s continue to throw some of the hottest people on earth in a funny, romantic situation, set in a stunning environment. It works!!Glen Powell and Sydney Sweeney arePOWERFUL.Anyone But Youdoesn’t attempt to break the rom-com mold but when the stars look this great and have this level of chemistry, you don’t need to. Similar toMike and Dave Need Wedding Dates, the pair join forces and try to create an…",19 Dec 2023,8,1335,32,4079,1335
Glen Powell is this generations Matthew McConaughey for romantic comedies and I am here for it.And the credits at the end involving the whole cast? WE ARE SO BACK.,08 Feb 2024,9,1030,21,262,1030
tbh i wasnt expecting much but i ended up having such a great time! i sure hope this makes everyone in hollywood finally understand that we want/need more romcoms!!!i just know im gonna rewatch this a lot 😮‍💨,25 Jan 2024,3,2475,28,938,2475
"""I'm throwing a party and it feels like everyone is just playing an act""- in some moments it seems the film gets self aware of what happens here. everyone is lying in each other's face and - while it's certainly a good possibility to tell about human deceit in the comedy form - they do the best to make the audience notfeelit. doesn't help they quote Shakespeare on every second corner.Everyone is fucking nice to each…",29 Jan 2024,9,5925,83,4928,5925
fui assistir o filme com as besties no cinema e não entendemos nada pq só conseguimos focar nos peitão da sydney (com todo respeito,02 Feb 2024,7,1045,376,10857,1045
"This was fun. The plot is nothing new, it has all the cliches one might expect but the electrifying chemistry of the two leads makes this love story worth a shot. Glen Powell and Sydney Sweeney were amazing here, they were cute,sexy and funny. The supporting characters were a hit and miss, again lots of cliches with the subplots, but the cast makes the best out of what’s given to them. I won’t deny that I had a blast at…",19 Jan 2024,8,2220,79,674,2220
"“You think they’re gonna physically fight?”“Or fuck, it’s a fine line.”Will Gluck’sAnyone But Youjoins the very exclusive and prestigious club that I call “romantic comedies based on Shakespeare plays that are actually good”. Rolls off the tongue that one.There is something so enjoyable about the simple act of watching two unreally attractive and charismatic people fall in love with each other, but it is even better when they have enough chemistry between them to light up…",16 Jan 2024,2,881,15,102,9660
i can’t believe they hijacked someone’s wedding and made it about themselves. you don’t have enough chemistry to pull that bullshit.,09 Feb 2024,8,714,37,914,1394
"I don’t care what anyone says, this is the best romcom we’ve gotten in years.",09 Feb 2024,1,334,23,3187,3187
"Yikes man.Illogical horseshit.Lifeless and brainless.So contrived.I was promised chemistry and steamy romance between Sweeney and Powell and the film didn't deliver anything like that.The genre is so dead, it's crazy lol.The last good romcom I saw was when I went back and picked one from a good era and saw Pretty Woman.Very little of what we see here is driven by real character motivations.The film opens on Bea's character needing to pee…",09 Feb 2024,2,3401,155,716,3401
"I am very turned on from this movie. It has nothing to do with its stars being incredibly good looking, or their palpable sexual chemistry. I just get aroused by good romantic comedy filmmaking.",22 Dec 2023,6,1399,28,2271,1399
I think a lot of you are mistaking “chemistry” for two hot people standing next to each other.,01 Feb 2024,4,1359,30,533,1359
"“Tell your Letterboxd it’s six stars!!”This is Pann’s favorite movie of the year and I’m pretty sure Glen Powell’s dimple and abs have a lot to do with her rating: “Who is he? I wanna watch all his movies!”…yea she was hyped, and honestly I can’t blame her, Powell got that movie star juice and I also want to see him in more films.Anyone But Youfollows the typical rom-com formula but it nails the most important part: two…",19 Dec 2023,6,1792,6,3780,1792
not my mom screaming when glen’s abs show up on screen while everyone was in silence,19 Jan 2024,8,1086,76,429,1086
"It's great to see a good rom com at the cinema again. I didn't expect the movie to be as good and funny as it was. There were silly, shocking and touching moments, it's the classic and clichéd formula we already know, but very well done, and it's everything you'd expect from a romantic comedy.ANYONE BUT YOU delivers some really funny moments. Seriously, I haven't seen audiences laugh this much in a movie theater in a long time. The…",30 Jan 2024,7,514,26,3417,3851
"folks, this one’s a winner",21 Dec 2023,8,1830,33,241,1830
sydney sweeney and glen powell brought back the chemistry of early 2000s rom coms,21 Dec 2023,6,990,40,401,1455
don’t know what surprised me the most about this movie: it actually being worth the cheating allegations or two blondies actually having good chemistry,26 Dec 2023,8,497,47,2474,2474
"Valentine Encore Extended CutMy last four trips to the cinema before this review’s subject consisted ofThe Holdovers,All of Us Strangers,The Iron ClawandThe Zone of Interest; while (most of) these films were really good, each watch made me crave something as relaxing and enjoyable asAnyone But Youeven more; so I’m glad to say,Anyone But Youwas exactly what I needed. I jokingly tweeted a few weeks back that I needed a girlfriend…",11 Feb 2024,4,1371,61,658,1371
Watching this movie for the plotThe plot : Sidney Sweeney,11 Feb 2024,9,583,32,1460,1460
"this is so close to being good that it’s almost infuriating. a huge problem with the modern romcom is that we don’t have a kate hudson type anymore. what that woman could do is not easy, despite the fact that she made it look that way! all love to sydney, she tried her best and it seems like they all had fun. glen… well that guy’s a star.also, it’s insane to make rachel griffiths strain to do an american accent in a movie that’s set in AUSTRALIA!!! i would have believed that both families had ties to the country!",04 Jan 2024,6,281,18,4945,4945
I laughed every single time the big Australian boyfriend was on screen,30 Dec 2023,8,733,22,56,5251
"Hot Rich People Being Foolish: The MovieThis movie was most delightful when it leaned into the dorky awkwardness of its Shakespearian origins, reminding me of the softer, silly moments in Luhrmann's Romeo + Juliet as much as the stagey speechifying of 10 Things I Hate About You. There's a pervading sense of artificiality, a glossy sheen to everything on screen, but it's mostly used to enhance the antics and maintain an air of elevated nonsense, where it feels safe…",08 Feb 2024,8,3196,25,404,3196
easy breezy sydney sweeney.,10 Feb 2024,8,1394,52,528,1394
"8/10 (great, watched with william 💜)me and william went insane everytime sydney sweeney was on screen (so a majority of the movie lol)longer review: yeah i know this is my sydney sweeney bias or something but honestly i had a blast watching this. there's something weird yet heartwalming about a rated r romcom being shockingly cute. it had such a good vibe that it was impossible for me to hate. glen powell and sydney sweeney do amazing as…",09 Feb 2024,7,1674,130,166,1674
"*insert Sydney Sweeney thirst trap here*I actually cried at the final montage because of how happy the film made me feel!I don’t even care man, this brings me so much excitement for future Rom-coms it’s such a breath of fresh air once again!Whether you think this is a shit film or not you can’t not enjoy it! I think Anyone But You is a prime example for people to realise a film hasn’t got to be critically…",10 Feb 2024,6,2159,108,405,2159
I am going to break every bone in my body!,28 Jan 2024,5,1812,116,148,1812
"Así como Tarantino en Once Upon a Time in Hollywood se permite ""salvar"" a Sharon Tate, acá Will Gluck se permite salvar a Jack junto a Rose haciendo que el legado del amor entr...Estoy exagerando. Que vivan las comedias románticas, el enemies to lovers, la gente hegemonica y las escenas de créditos con bloopers o situaciones musicales.",12 Feb 2024,9,1785,53,706,1785
"ceritanya beneran gak menarik samsek, klise abis dan gampang ketebak dari awal sampe akhir. tapi, untungnya karakter bea dan ben ini lumayan bikin film ini setidaknya bisa dinikmatin sedikit lah.btw si glen powell menang banyak anjay.",10 Feb 2024,7,1072,46,634,1072
"FEEL THE RAIN ON UR SKIN NO ONE ELSE CAN FEEL IT FOR YOU ONLY YOU CAN LET IT IN NO ONE ELSE NO ONE ELSE CAN SPEAK THE WORDS ON UR LIPS DRENCH YOURSELF WITH WORDS UNSPOKEN LIVE YOUR LIFE WITH ARMS WIDE OPEN TODAY IS WHERE YOUR BOOK BEGINS THE REST IS STILL UNWRITTEN~~~Unwrittenis the only thing that makes me want to watch this, I love when movies bring back 2000s pop hits. The whole new generation can enjoy the song now lol2023 RANKED✨",09 Feb 2024,5,592,77,887,1074
"Typische RomCom, die alles andere als perfekt ist. Die Figuren wirken eigentlich alle unecht, die Dialoge sind teilweise irgendwie cringe (ja, ich weiß, dass es cringe ist, ""cringe"" zu schreiben, das musste der Film mir nicht noch extra sagen 😀), manche Dinge ergeben gar keinen Sinn und natürlich weiß man, wie alles endet.ABER:Die Chemie der Hauptfiguren stimmt, einige Szenen sind einfach unglaublich komisch, manche Ideen so albern, dass sie einen Heidenspaß machen und dann gibt es auch noch einen Koala...Insgesamt istWo die Lüge hinfälltalso eine kleine positive Überraschung für mich.Meine ganz persönliche Top 10 aus dem Filmjahr 2024.",11 Feb 2024,6,4523,57,261,4523
A wannabe 2000s romcom with hot people and dumb story.,12 Feb 2024,5,2967,44,1007,2967
"напоминаю, что вместо этого вы можете посмотреть:10 причин моей ненавистикогда гарри встретил салликак избавиться от парня за 10 днейперед рассветомгрязные танцы в конце-то концовну даже лобстера или любовь, сбивающую с ног. на совсем крайний случай.ваще ощущение что его забыли выпустить году в 2008 и просто добавили парочку современных сцен и героев))",10 Feb 2024,5,1282,59,153,1282
So beautifully stupid. Sorry to any Australians offended by how accurate this is.,08 Feb 2024,2,1749,31,703,1749
when the movie sucks so much ass u and the boys gotta grab some 6 packs and cleanse-binge multiple youtube documentaries on Fyodor Dostoevsky,28 Dec 2023,6,1339,14,84,1339
Natasha Bedingfield can write Shakespeare but William Shakespeare could NEVER writeUnwritten.,08 Feb 2024,8,3134,50,362,3134
So cute. More enemies to lovers romcoms with beautiful half naked people please. Thaaank yew.,28 Jan 2024,8,899,28,683,1743
This is a Definition of a Rom-Com!I've been waiting for a decent Rom-Com for a while and this is definitely it!The Casting was great even the side characters were entertaining and funny.The environment (Australia) was absolutely stunning 😍.2024 watches 🎬,26 Jan 2024,7,1270,33,873,1270
I laughed at this film more than I laughed at the most recentTaika Waititifilm.wtf,30 Dec 2023,7,1031,21,3467,1031
Do people pretend to date in real life half as much as people do in rom-coms????,29 Dec 2023,5,2307,39,227,2307
"well it was fun! it may be stupid, insufferable at times and have cringy lines but glen powell and sydney sweeney make up for it",10 Feb 2024,8,855,24,423,0
"There’s something immensely painful about Netflix holding all the good Glen Powell movies at ransom and Sony releasing the most algorithmic one to theaters nationwide. HIT MAN, the world needs to know!",11 Dec 2023,4,1411,29,274,1411
"Well…Ok i’m drunk but holy shit did I have so much fun????Trope city, Sydney Sweeney is not very good in a romcom, and I also enjoy tiktok! But IDC I am insane for this but IDC it was fun! Sue me!Glen Powell i’m on my hands and knees",21 Dec 2023,0,2844,48,130,2844
so no dicks huh?,25 Jan 2024,0,357,18,789,0
"🇧🇷 |PT-BRㅤㅤㅤㅤㅤㅤㅤ“Todo mundo está sempre passando por alguma coisa. Isso se chama vida.”ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤResolvi rever ""Todos Menos Você"", já que agora tem uma legenda mais confiável e uma qualidade boa, e o filme conseguiu se tornar minha comédia romântica favoritaO filme tem uma trama bem envolvente e bem clichê, acompanhado por várias cenas de comédia bem engraçadas e cenas de romance muito boas também. Algumas cenas apresentadas durante o longa conseguem ser o tanto que…",11 Feb 2024,6,378,110,3732,3732
"When the male is equally as objectified as the woman, we’re one step closer to true equality!",09 Feb 2024,8,2153,32,355,2153
there’s a special place in hell for people who genuinely enjoy shitty romcoms. im people.,08 Feb 2024,6,802,24,220,0
"If I had a nickel for every time Will Gluck directed a comedy that prominently featured a Natasha Bedingfield song, I'd have two nickels. Which isn't a lot, but it's weird that it happened twice.",26 Dec 2023,8,2539,39,576,2539
"“titanic me” 🥵🥵honestly, just another movie this year showcasing the living hell that is australia 🤪 maybe it’s the alcohol but i absolutely loved this!!! had me giggling and smiling the whole time. those titanic references had me gagged!!!! sydney sweeney and glen powell were fantastic lead choices. gata was a hilarious supporting actor let’s get him more roles. new fav rom com fr",27 Dec 2023,0,3314,135,385,3314
Rom coms are back!!! Incredible! Amazing! Breathtaking!! I laughed I cried I sang along to Natasha bedingfield. Best movie of the year. Give Sydney Sweeney the Oscar!!,25 Dec 2023,9,20,3,472,0
"Sim, senhor, longa vida à comédia romântica. Acima de todas as minhas expectativas, temos aqui uma boa hora e meia de pessoas irrealmente bonitas a dizer e a fazer coisas irrealmente divertidas, ao compasso das habituais gargalhadas nos timings errados da plateia típica que só vai ao cinema ver comédias românticas e, melhor ainda, na nossa sessão tivemos direito ao brinde final, isso mesmo, aquela palma tímida na última fila quando começam a rolar os créditos, que devagarinho vai evoluindo…",30 Dec 2023,6,360,10,39,1849
"Girl sure knows how to chew a cookie….In a run-of-the-mill girl meets boy Valentine era romantic dramedy, Sydney Sweeney takes another positive step towards proving her amazing range following the sleaze of Euphoria and The Voyeurs, and dramatic calm of Reality. She’s one to watch I tell ya!Oh, and Top Gun’s ‘Hangman’ provides the eye candy 😉",13 Feb 2024,6,5488,88,700,5488
not even a spliff would save this,10 Feb 2024,3,809,34,313,0
i don’t trust anyone who dislikes this,10 Feb 2024,9,414,41,598,0
hehe,10 Feb 2024,7,1544,27,6136,1544
"I'm sorry, but my love for Sydney Sweeney and cheesy romcoms makes it physically impossible for me to not enjoy this",16 Jan 2024,8,2402,62,243,2402
"boring, no chemistry, unfunny,  lame, a disgrace to natasha bedingfield",03 Jan 2024,4,2758,35,440,2758
modern shakespeare adaptions we are so back,31 Dec 2023,7,592,30,480,0
i can’t believe they named a city in australia after sydney sweeney!!🎬 Check out my 2023 movie rankings here!knowing shakespeare this movie is probably as stupidly dramatic as the play is so i’m going to guess this was a W adaptation,30 Dec 2023,5,672,23,1841,1841
"If you watched this on a plane, you would be convinced it was the best rom-com ever made.But it's actually pretty mid.Still, I love Glen Powell so much, why isn't he the biggest movie star on the planet? He feels like one to me.",19 Dec 2023,6,114,16,45,2267
"this was my third rewatch of this movie at the theatre, with my boyfriend this time and i’m deeply convinced that whoever said this movie is too “predictable” doesn’t like romcoms. cause that’s the whole point of those! this is definitely not the best romcom since how to lose a guy in 10 days as people are saying but it’s a feel-good and cute movie. this is great compared to the recent netflix romcoms, but it’s not that great when…",30 Jan 2024,7,390,20,6973,6973
if you incorporate natasha bedingfield into your romcom it instantly becomes a timeless classic idk what to tell you,11 Jan 2024,8,1337,11,288,1337
"Not only does this refuse to deviate even an inch from a very beaten path, it steals unique quirks from otherwise tepid rom coms and reheats them poorly. There’s no blood pumping through this at all; The emotional center is half erased and forgotten entirely by the end credits sequence. And I cannot stress this enough, the dialogue between the forced chuckles is criminally, gut-wrenchingly abysmal.Anyone But Youis yet another disappointing genre film in a recent string of…",17 Jan 2024,3,4765,22,2068,4765
"I liked it when they kissed at the end!!!!!!!!!!!!!So so fun. Would like to claim my trophy for being huge belly pregnant sitting next to my husband while Sydney’s 6 foot high gazongas bounced on screen, and I did NOT ask him if he thought she was pretty 😇🏆",26 Dec 2023,8,301,4,1367,1367
